user,total_sessions,avg_click_per_sesssion,flights_booked_success,hotels_booked_success,cancellations_count,trip_touched,avg_flight_discount_amount,avg_hotel_discount_amount,avg_flight_base_fare_usd,avg_hotel_price_per_room_night_usd,avg_hotel_night,distinct_airlines_used,birthdate,gender,is_married,has_children,home_country,home_city,home_airport,home_airport_lat,home_airport_lon,sign_up_date,age_years,tenure_days,conversion_rate_per_session,cancellation_rate_on_bookings,preferred_airline,preferred_destination,avg_session_duration_min,sessions_per_month,avg_trip_length_days,return_flight_ratio,avg_checked_bags,avg_seats,avg_rooms_per_booking,hotel_booking_ratio,avg_checkin_gap_days,promo_responsiveness,loyalty_index,is_high_canceller,is_multi_booker,is_family_traveler
359072,8,39.75,3,3,1,4,0.2,,153.93666666666667,137.0,2.0,3,1972-12-09,F,True,True,canada,montreal,YUL,45.468,-73.741,2022-10-11,52,1090,0.75,0.16666666666666666,Air France,MEM,16.39539336875,2.0,3.3333333333333335,1.0,0.3333333333333333,1.0,1.0,0.75,8.829700983796297,0.0,1.5,,True,True
359080,8,15.75,4,2,0,4,0.1,0.2,1288.39,338.5,2.0,4,1982-05-09,F,True,False,usa,new york,JFK,40.64,-73.779,2022-10-11,43,1090,0.75,0.0,Air Canada,DXB,1.9833333333333334,1.1428571428571428,6.25,1.0,1.0,1.25,1.0,0.5,7.257814583333333,0.0,1.5,,True,True
359653,8,15.875,2,2,0,2,0.25,0.075,392.165,215.0,1.5,2,1968-12-26,M,False,False,canada,victoria,YYJ,48.647,-123.426,2022-10-12,56,1089,0.5,0.0,American Airlines,FTW,1.9666666666666666,1.1428571428571428,3.0,1.0,1.0,1.0,1.0,1.0,7.20409375,0.25,2.0,,True,
361459,8,7.375,1,1,0,1,,0.125,393.91,165.0,1.0,1,1982-09-16,F,True,True,usa,houston,EFD,29.607,-95.159,2022-10-13,43,1088,0.25,0.0,Qatar Airways,JFK,0.9333333333333333,1.6,3.0,1.0,1.0,1.0,1.0,1.0,7.170638888888889,0.0,2.0,,,True
361759,9,15.444444444444445,4,3,0,4,0.15,0.075,415.1475,79.66666666666667,0.6666666666666666,3,1971-08-14,F,True,False,canada,winnipeg,YWG,49.91,-97.234,2022-10-13,54,1088,0.7777777777777778,0.0,American Airlines,CLT,1.8981481481481481,1.5,2.5,1.0,0.5,1.0,1.0,0.75,8.847438657407407,0.14285714285714285,1.75,,True,True
363535,8,31.0,3,3,1,4,0.18333333333333332,,344.1433333333333,155.66666666666666,2.6666666666666665,3,1993-05-15,F,False,False,usa,charlotte,CLT,35.214,-80.943,2022-10-14,32,1087,0.75,0.16666666666666666,Air Transat,DAL,14.193225979166666,1.3333333333333333,2.5,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.75,7.626567939814815,0.16666666666666666,1.5,,True,
365825,8,44.375,1,2,1,3,0.1,,64.63,159.0,7.0,1,1979-05-10,F,False,False,usa,los angeles,LAX,33.942,-118.408,2022-10-16,46,1085,0.375,0.3333333333333333,AirTran Airways,LAS,17.379166666666666,1.3333333333333333,12.0,1.0,1.0,1.0,1.5,0.6666666666666666,9.827951909722222,0.0,1.0,True,True,
371201,8,13.125,1,0,0,1,0.3999999999999999,0.05,199.47,,,1,1996-01-16,M,False,True,usa,new york,JFK,40.64,-73.779,2022-10-20,29,1081,0.125,0.0,AeroMéxico,IND,1.61875,2.0,9.0,1.0,3.0,1.0,,0.0,,0.0,1.0,,,True
372970,8,12.5,2,2,0,2,0.125,0.15,646.65,204.0,0.0,2,1990-04-01,F,False,False,usa,charlotte,CLT,35.214,-80.943,2022-10-21,35,1080,0.5,0.0,Air Canada,PWM,1.5770833333333334,1.6,2.0,1.0,0.5,1.0,1.0,1.0,7.051408333333334,0.0,2.0,,True,
373489,9,13.11111111111111,1,1,0,1,0.21666666666666667,0.125,7451.31,51.0,12.0,1,1986-12-08,F,True,True,usa,wichita,ICT,37.65,-97.433,2022-10-21,38,1080,0.2222222222222222,0.0,Japan Airlines,ITM,1.6074074074074074,1.8,13.0,1.0,3.0,4.0,2.0,1.0,224.51778506944444,0.5,2.0,,,True
374331,8,42.25,1,1,1,3,0.15,0.2,236.26,280.0,12.0,1,1981-12-01,M,False,False,usa,milwaukee,MKE,42.947,-87.896,2022-10-22,43,1079,0.25,0.5,Southwest Airlines,DAL,17.1875,1.3333333333333333,1.0,1.0,1.0,1.0,2.0,0.3333333333333333,6.205555555555556,0.0,0.6666666666666666,True,,
374340,9,8.666666666666666,1,0,0,1,,0.05,3966.19,,,1,1989-06-26,F,True,False,usa,new york,LGA,40.777,-73.872,2022-10-22,36,1079,0.1111111111111111,0.0,China Eastern Airlines,DLC,1.074074074074074,1.5,9.0,1.0,1.0,2.0,,0.0,,0.0,1.0,,,True
374341,8,13.125,0,3,0,3,0.1,,,152.33333333333334,7.333333333333333,0,1998-07-15,F,False,False,usa,detroit,YIP,42.238,-83.53,2022-10-22,27,1079,0.375,0.0,,,1.6354166666666667,1.6,,,,,2.0,1.0,11.456712962962962,0.0,1.0,,True,
375160,8,5.125,0,0,0,0,0.05,0.1,,,,0,2003-11-23,F,False,False,usa,houston,EFD,29.607,-95.159,2022-10-22,21,1079,0.0,,,,0.6333333333333333,1.3333333333333333,,,,,,,,,,,,
375729,8,17.75,3,3,0,3,0.11666666666666667,0.075,344.05333333333334,271.3333333333333,2.0,3,1971-04-12,F,False,False,usa,atlanta,ATL,33.64,-84.427,2022-10-23,54,1078,0.75,0.0,Delta Air Lines,JFK,2.185416666666667,1.1428571428571428,3.6666666666666665,1.0,0.3333333333333333,1.0,1.0,1.0,6.785739467592593,0.3333333333333333,2.0,,True,
375751,8,24.0,3,2,0,3,,0.05,235.85333333333332,166.5,3.0,3,1974-02-09,F,True,False,usa,cleveland,CLE,41.412,-81.85,2022-10-23,51,1078,0.625,0.0,Air France,AUS,2.9458333333333333,1.3333333333333333,3.3333333333333335,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,8.33407326388889,0.0,1.6666666666666667,,True,True
376159,8,12.75,1,2,0,2,,,367.24,127.5,3.0,1,1982-01-24,F,False,False,usa,long beach,LGB,33.818,-118.151,2022-10-23,43,1078,0.375,0.0,Delta Air Lines,IAH,1.5916666666666668,1.6,3.0,1.0,1.0,1.0,1.0,1.0,10.618221354166666,0.0,1.5,,True,
377069,8,32.5,1,0,1,2,,0.05,926.67,,,1,1956-03-06,F,True,False,usa,new york,LGA,40.777,-73.872,2022-10-24,69,1077,0.125,1.0,Allegiant Air,ELP,15.94375,2.0,7.0,1.0,1.0,2.0,,0.0,,0.0,0.5,True,,True
377411,8,14.75,2,2,0,2,0.11666666666666667,0.15,504.305,113.5,2.5,2,1986-05-24,F,True,False,canada,montreal,YMX,45.68,-74.039,2022-10-24,39,1077,0.5,0.0,Delta Air Lines,EFD,1.84375,1.3333333333333333,3.5,1.0,0.0,1.5,1.5,1.0,6.041096961805556,0.25,2.0,,True,True
378565,8,17.0,2,5,0,5,0.075,,354.815,144.6,8.8,2,1983-09-27,F,True,True,usa,nashville,BNA,36.124,-86.678,2022-10-25,42,1076,0.875,0.0,JetBlue Airways,SAN,2.11875,1.3333333333333333,4.5,1.0,0.5,1.0,1.2,1.0,5.983776979166667,0.14285714285714285,1.4,,True,True
379543,8,13.0,3,3,0,3,0.1,0.15,385.04,231.66666666666666,2.0,2,1968-01-06,F,True,False,usa,san jose,SJC,37.362,-121.929,2022-10-25,57,1076,0.75,0.0,Delta Air Lines,AUS,1.59375,1.1428571428571428,4.0,1.0,0.3333333333333333,1.0,1.0,1.0,6.771392303240741,0.0,2.0,,True,True
380434,8,14.25,3,3,0,3,0.125,0.05,356.92,265.0,2.3333333333333335,3,1974-07-02,F,True,True,usa,oklahoma city,TIK,35.415,-97.386,2022-10-26,51,1075,0.75,0.0,Kenmore Air,BFI,1.7395833333333333,1.3333333333333333,4.0,1.0,0.3333333333333333,1.0,1.0,1.0,10.265889930555556,0.16666666666666666,2.0,,True,True
380436,8,13.375,1,1,0,1,,0.175,113.25,165.0,4.0,1,1979-11-04,F,False,False,usa,new york,LGA,40.777,-73.872,2022-10-26,45,1075,0.25,0.0,Delta Air Lines,YZD,1.65625,1.6,6.0,1.0,1.0,1.0,1.0,1.0,9.97329375,0.5,2.0,,,
380757,8,15.25,3,3,0,3,0.05,0.05,165.20666666666668,169.66666666666666,4.666666666666667,3,1977-12-19,F,False,True,usa,los angeles,LAX,33.942,-118.408,2022-10-26,47,1075,0.75,0.0,Delta Air Lines,LUF,1.9020833333333333,1.1428571428571428,7.5,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,8.310893981481481,0.16666666666666666,2.0,,True,True
380874,8,14.625,3,3,0,3,,0.18333333333333332,280.0833333333333,178.33333333333334,1.3333333333333333,3,1970-02-17,F,True,False,usa,louisville,LOU,38.228,-85.664,2022-10-26,55,1075,0.75,0.0,AirTran Airways,BNA,1.8166666666666667,1.1428571428571428,2.6666666666666665,1.0,0.6666666666666666,1.0,1.0,1.0,8.20651712962963,0.5,2.0,,True,True
380949,8,54.0,5,4,1,6,,0.15,372.896,228.5,2.0,5,1978-02-03,F,False,False,usa,san antonio,SAT,29.534,-98.47,2022-10-26,47,1075,1.125,0.1111111111111111,Abu Dhabi Amiri Flight,LAX,18.597916666666666,1.1428571428571428,3.0,1.0,0.2,1.0,1.0,0.6666666666666666,6.766194748263889,0.1111111111111111,1.5,,True,
381259,8,12.125,1,1,0,1,,0.1,719.48,68.0,1.0,1,2002-12-04,F,False,True,usa,san diego,SAN,32.733,-117.189,2022-10-26,22,1075,0.25,0.0,American Airlines,DCA,1.5166666666666666,1.1428571428571428,2.0,1.0,1.0,1.0,1.0,1.0,6.164659722222222,0.0,2.0,,,True
381465,8,30.625,2,4,1,5,0.075,,175.955,140.75,8.5,2,1990-07-19,F,False,False,usa,san antonio,SAT,29.534,-98.47,2022-10-26,35,1075,0.75,0.16666666666666666,AirTran Airways,IAH,6.978003,1.6,3.0,0.5,0.0,1.0,1.0,0.8,5.380408680555556,0.0,1.2,,True,
382181,8,13.25,3,2,0,3,0.175,,357.68,208.0,2.0,2,1987-12-26,F,True,False,canada,halifax,YHZ,44.881,-63.509,2022-10-27,37,1074,0.625,0.0,American Airlines,YOW,1.6354166666666667,1.1428571428571428,4.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,5.946850607638889,0.0,1.6666666666666667,,True,True
382384,8,9.375,1,1,0,1,,,228.63,156.0,0.0,1,1967-06-15,F,True,False,usa,st. petersburg,PIE,27.911,-82.687,2022-10-27,58,1074,0.25,0.0,United Airlines,EFD,1.16875,1.1428571428571428,2.0,1.0,1.0,1.0,1.0,1.0,9.8140453125,0.0,2.0,,,True
382533,8,8.75,0,0,0,0,0.2,0.05,,,,0,2006-04-14,F,False,False,usa,long beach,LGB,33.818,-118.151,2022-10-27,19,1074,0.0,,,,1.0875,1.3333333333333333,,,,,,,,,,,,
385689,8,11.5,3,4,0,4,0.15,,431.43666666666667,187.0,4.0,3,1974-10-08,F,False,True,usa,nashville,BNA,36.124,-86.678,2022-10-29,50,1072,0.875,0.0,Cape Air,BOS,1.4291666666666667,1.3333333333333333,4.333333333333333,1.0,0.3333333333333333,1.3333333333333333,1.25,1.0,12.267288628472222,0.14285714285714285,1.75,,True,True
386255,8,8.0,0,1,0,1,0.1,0.05,,268.0,4.0,0,1992-04-05,F,False,True,usa,mobile,BFM,30.626,-88.068,2022-10-30,33,1071,0.125,0.0,,,0.9916666666666667,1.1428571428571428,,,,,2.0,1.0,13.559027777777779,0.0,1.0,,,True
386469,9,10.555555555555555,0,0,0,0,0.3,,,,,0,2006-10-16,F,False,False,usa,stockton,SCK,37.894,-121.239,2022-10-30,18,1071,0.0,,,,1.3166666666666667,1.2857142857142858,,,,,,,,,,,,
386914,8,36.75,2,1,1,3,0.1,0.13333333333333333,5617.45,321.0,2.0,2,1977-12-08,F,True,True,canada,hamilton,YHM,43.173,-79.935,2022-10-30,47,1071,0.375,0.3333333333333333,Air India Limited,DEL,16.45625,1.1428571428571428,8.5,1.0,2.5,3.0,1.0,0.3333333333333333,7.939882638888889,0.3333333333333333,1.0,True,True,True
387282,8,10.875,0,1,0,1,0.175,0.1,,330.0,4.0,0,1993-12-18,F,False,True,usa,amarillo,AMA,35.219,-101.706,2022-10-30,31,1071,0.125,0.0,,,1.3354166666666667,1.1428571428571428,,,,,3.0,1.0,2.5625,1.0,1.0,,,True
387783,8,10.875,1,3,0,3,0.45,0.1,431.26,188.66666666666666,4.666666666666667,1,1970-08-23,M,True,True,usa,oakland,OAK,37.721,-122.221,2022-10-31,55,1070,0.5,0.0,AirTran Airways,DAL,1.33125,2.6666666666666665,2.0,1.0,0.0,1.0,1.3333333333333333,1.0,8.061071875,0.0,1.3333333333333333,,True,True
388328,9,15.0,3,5,0,5,0.1,0.125,413.56666666666666,165.6,4.6,3,1973-11-28,F,True,True,canada,toronto,YYZ,43.677,-79.631,2022-10-31,51,1070,0.8888888888888888,0.0,AeroMéxico,FAT,1.8407407407407408,1.8,2.6666666666666665,1.0,1.0,1.0,1.0,1.0,7.618689861111111,0.125,1.6,,True,True
388767,8,13.0,1,1,0,1,,,372.34,189.0,10.0,1,1979-09-13,F,True,True,usa,tallahassee,TLH,30.396,-84.35,2022-10-31,46,1070,0.25,0.0,Southwest Airlines,ELP,1.61875,1.3333333333333333,11.0,1.0,1.0,1.0,1.0,1.0,5.967690625,0.0,2.0,,,True
388947,9,12.444444444444445,3,2,0,3,0.19999999999999996,0.1,434.69666666666666,171.0,2.0,3,1983-11-06,M,False,False,usa,new york,LGA,40.777,-73.872,2022-10-31,41,1070,0.5555555555555556,0.0,Alitalia,PDX,1.5425925925925925,1.5,2.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,9.185982552083333,0.2,1.6666666666666667,,True,
389434,8,55.5,5,5,1,6,0.11666666666666667,,462.03,157.4,1.4,3,1982-05-03,F,False,False,usa,new york,LGA,40.777,-73.872,2022-11-01,43,1069,1.25,0.1,American Airlines,LUF,18.791666666666668,1.6,2.8,1.0,0.4,1.0,1.0,0.8333333333333334,6.615344826388889,0.1,1.6666666666666667,,True,
389662,8,18.25,2,3,0,3,0.15,,330.09,173.0,1.3333333333333333,2,1985-08-09,F,False,False,usa,fresno,FAT,36.776,-119.718,2022-11-01,40,1069,0.625,0.0,American Airlines,DAL,2.2625,1.3333333333333333,3.5,1.0,1.0,1.0,1.0,1.0,9.4448671875,0.2,1.6666666666666667,,True,
389759,8,19.5,3,3,0,3,0.16666666666666666,,1058.5633333333333,186.66666666666666,1.6666666666666667,3,1991-06-02,F,False,True,usa,anchorage,ANC,61.174,-149.996,2022-11-01,34,1069,0.75,0.0,Allegiant Air,IAD,2.3979166666666667,1.3333333333333333,3.0,1.0,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,6.776950520833333,0.16666666666666666,2.0,,True,True
390811,8,16.5,3,3,0,3,0.1,,366.34,134.0,3.3333333333333335,3,1983-07-26,F,False,False,usa,los angeles,LAX,33.942,-118.408,2022-11-01,42,1069,0.75,0.0,JetBlue Airways,LOU,2.0395833333333333,1.1428571428571428,4.333333333333333,1.0,0.6666666666666666,1.0,1.0,1.0,7.910363483796297,0.0,2.0,,True,
392453,8,9.75,1,1,0,1,0.075,0.1,393.98,106.0,11.0,1,1966-06-11,F,False,False,usa,el paso,ELP,31.807,-106.378,2022-11-02,59,1068,0.25,0.0,Air Canada,YVR,1.20625,1.1428571428571428,12.0,1.0,1.0,1.0,1.0,1.0,7.322971006944444,0.5,2.0,,,
395202,8,8.875,0,1,0,1,0.2,,,228.0,13.0,0,1997-09-27,F,False,False,usa,san jose,SJC,37.362,-121.929,2022-11-04,28,1066,0.125,0.0,,,1.1041666666666667,1.1428571428571428,,,,,1.0,1.0,3.5590277777777777,0.0,1.0,,,
395981,8,12.625,3,3,0,3,0.2,,671.64,345.3333333333333,1.0,3,1972-08-17,F,True,False,canada,vancouver,YVR,49.195,-123.182,2022-11-04,53,1066,0.75,0.0,Air Canada,DEN,1.5875,1.6,2.3333333333333335,1.0,1.0,1.3333333333333333,1.3333333333333333,1.0,10.289281770833334,0.16666666666666666,2.0,,True,True
396552,8,13.625,4,4,0,4,,0.1,206.2125,174.75,0.75,3,1979-01-06,F,True,False,canada,london,YXU,43.036,-81.154,2022-11-05,46,1065,1.0,0.0,AirTran Airways,BWI,1.6895833333333334,1.3333333333333333,2.0,0.5,0.5,1.0,1.0,1.0,8.098165538194445,0.0,2.0,,True,True
399137,8,19.375,2,4,0,4,0.16666666666666666,,415.735,196.0,3.75,2,1970-08-24,F,True,False,usa,dallas,DAL,32.847,-96.852,2022-11-07,55,1063,0.75,0.0,American Airlines,JFK,2.3875,2.0,3.5,1.0,1.0,1.0,1.5,1.0,5.891614366319445,0.0,1.5,,True,True
399218,8,15.125,2,1,0,2,0.2,,243.95,123.0,2.0,2,1980-05-25,F,True,True,usa,fort worth,FTW,32.82,-97.362,2022-11-07,45,1063,0.375,0.0,Delta Air Lines,LGA,1.89375,1.6,2.5,1.0,0.5,1.0,1.0,0.5,8.00778767361111,0.0,1.5,,True,True
399799,8,15.75,4,4,0,4,,0.1,340.3,91.25,2.0,4,1969-03-07,F,True,False,canada,toronto,YTZ,43.627,-79.396,2022-11-07,56,1063,1.0,0.0,Air France,LGA,1.9458333333333333,1.1428571428571428,3.6666666666666665,0.75,0.5,1.0,1.0,1.0,7.076628949652778,0.0,2.0,,True,True
400275,8,12.375,2,1,0,2,0.13333333333333333,,536.525,263.0,4.0,2,1968-05-27,F,True,True,usa,phoenix,LUF,33.535,-112.383,2022-11-07,57,1063,0.375,0.0,American Airlines,DET,1.5375,1.1428571428571428,3.5,1.0,0.5,1.0,1.0,0.5,7.582644618055555,0.6666666666666666,1.5,,True,True
400582,8,15.625,3,4,0,4,0.1,0.15,215.63,270.5,2.25,2,1991-12-21,F,True,False,usa,chicago,ORD,41.979,-87.904,2022-11-07,33,1063,0.875,0.0,United Airlines,FTW,1.9395833333333332,1.6,3.0,1.0,0.0,1.0,1.0,1.0,6.179555295138889,0.14285714285714285,1.75,,True,True
400899,8,31.875,3,3,0,3,,,364.00333333333333,196.66666666666666,3.3333333333333335,2,1978-09-18,F,True,False,canada,quebec,YQB,46.788,-71.398,2022-11-08,47,1062,0.75,0.0,American Airlines,PNE,3.9229166666666666,1.3333333333333333,5.0,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,6.150912905092593,0.0,2.0,,True,True
401245,8,15.0,3,2,0,3,0.15,0.15,317.26666666666665,127.0,3.0,3,1996-01-15,F,False,False,usa,omaha,OFF,41.118,-95.913,2022-11-08,29,1062,0.625,0.0,Great Lakes Airlines,LAX,1.8645833333333333,1.1428571428571428,3.3333333333333335,1.0,0.0,1.0,1.0,0.6666666666666666,7.049496875,0.2,1.6666666666666667,,True,
402332,8,17.125,2,2,0,2,0.1,0.05,430.45,139.0,0.5,2,1992-01-10,F,False,False,usa,sacramento,MCC,38.667,-121.401,2022-11-08,33,1062,0.5,0.0,Delta Air Lines,LAX,2.11875,1.1428571428571428,2.0,1.0,0.0,1.5,1.5,1.0,14.293176215277779,0.75,2.0,,True,
402978,8,14.375,4,4,0,4,0.15,,353.26,135.75,3.0,4,1972-08-02,F,True,False,usa,milwaukee,MKE,42.947,-87.896,2022-11-09,53,1061,1.0,0.0,American Airlines,SAN,1.7833333333333332,1.1428571428571428,4.0,1.0,0.75,1.0,1.0,1.0,5.756136241319444,0.125,2.0,,True,True
403881,8,16.625,4,4,0,4,0.275,,742.9175,146.0,2.5,3,1980-04-03,F,False,False,usa,san diego,NZY,32.699,-117.215,2022-11-09,45,1061,1.0,0.0,American Airlines,JFK,2.0395833333333333,1.6,5.0,0.75,0.75,1.5,1.5,1.0,8.426177256944444,0.0,2.0,,True,
404879,8,15.875,4,3,0,4,,,261.72,246.33333333333334,3.3333333333333335,4,1985-06-18,F,True,False,usa,newark,EWR,40.692,-74.169,2022-11-10,40,1060,0.875,0.0,American Airlines,LGA,1.9666666666666666,1.3333333333333333,4.333333333333333,0.75,0.5,1.25,1.3333333333333333,0.75,8.03072650462963,0.0,1.75,,True,True
405305,9,15.444444444444445,3,3,0,3,0.1,0.2,538.5333333333333,260.0,1.0,3,1979-01-18,F,True,True,usa,san francisco,SFO,37.619,-122.375,2022-11-10,46,1060,0.6666666666666666,0.0,AirTran Airways,IAH,1.912962962962963,1.5,2.5,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,11.294501504629629,0.0,2.0,,True,True
406210,8,11.625,2,2,0,2,0.2,,595.405,167.0,6.5,2,2002-12-02,F,False,True,usa,anchorage,ANC,61.174,-149.996,2022-11-11,22,1059,0.5,0.0,All Nippon Airways,ITM,1.4416666666666667,1.6,2.0,0.5,0.5,1.0,1.0,1.0,157.70060321180554,0.0,2.0,,True,True
407118,8,14.0,3,3,1,4,,0.15,430.6166666666667,200.0,9.0,3,1971-12-26,F,True,False,usa,new york,JFK,40.64,-73.779,2022-11-11,53,1059,0.75,0.16666666666666666,Alaska Airlines,AUS,2.8583333333333334,1.3333333333333333,12.5,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,0.75,98.79470387731482,0.0,1.5,,True,True
407250,8,17.875,4,3,0,4,0.175,,478.6425,108.33333333333333,3.0,4,1987-07-25,F,False,False,usa,laredo,LRD,27.544,-99.461,2022-11-11,38,1059,0.875,0.0,Air Canada,CLT,2.216666666666667,1.3333333333333333,3.25,1.0,0.25,1.0,1.0,0.75,6.585854861111111,0.0,1.75,,True,
407275,8,15.75,4,3,0,4,0.25,,186.7375,166.66666666666666,4.666666666666667,4,1982-03-28,F,False,False,usa,philadelphia,PNE,40.082,-75.011,2022-11-11,43,1059,0.875,0.0,Air Canada,BNA,1.9645833333333333,1.3333333333333333,4.75,1.0,0.5,1.0,1.0,0.75,5.994355844907408,0.0,1.75,,True,
407434,8,7.75,0,1,0,1,0.1,,,177.0,9.0,0,1971-09-09,F,True,True,canada,halifax,YAW,44.64,-63.499,2022-11-11,54,1059,0.125,0.0,,,0.9604166666666667,1.3333333333333333,,,,,2.0,1.0,2.6868055555555554,0.0,1.0,,,True
407642,8,13.875,2,2,0,2,0.25,,234.885,242.0,1.0,2,1994-09-22,F,False,False,canada,hamilton,YHM,43.173,-79.935,2022-11-11,31,1059,0.5,0.0,Air Canada,HOU,1.7291666666666667,1.1428571428571428,2.5,1.0,0.0,1.0,1.0,1.0,8.803285677083334,0.0,2.0,,True,
408551,9,10.333333333333334,2,2,0,2,0.13333333333333333,0.1,323.695,184.0,2.0,2,1980-10-24,F,True,True,usa,chicago,UGN,42.422,-87.868,2022-11-12,44,1058,0.4444444444444444,0.0,Alaska Airlines,BNA,1.298148148148148,1.2857142857142858,3.5,1.0,0.5,1.0,1.0,1.0,5.171452170138889,0.0,2.0,,True,True
409073,8,22.25,3,3,0,3,,,526.1866666666666,174.0,1.6666666666666667,3,1981-09-06,F,True,False,usa,sacramento,MCC,38.667,-121.401,2022-11-12,44,1058,0.75,0.0,Alaska Airlines,JFK,2.75,2.0,2.6666666666666665,1.0,1.0,1.0,1.0,1.0,7.082411863425926,0.0,2.0,,True,True
411179,8,45.75,2,3,1,4,0.15,,355.14,202.66666666666666,6.0,2,1972-11-19,F,False,False,usa,san jose,SJC,37.362,-121.929,2022-11-14,52,1056,0.625,0.2,Kenmore Air,BFI,17.541666666666668,2.0,3.0,1.0,0.5,1.0,1.3333333333333333,0.75,7.150030787037037,0.4,1.25,,True,
411701,8,19.625,1,2,0,2,0.25,0.2,578.27,158.0,1.0,1,1983-12-14,F,False,False,canada,calgary,YYC,51.114,-114.02,2022-11-14,41,1056,0.375,0.0,American Airlines,LGA,2.4145833333333333,1.3333333333333333,2.0,1.0,1.0,1.0,1.0,1.0,9.879785850694445,0.0,1.5,,True,
413128,10,16.1,4,5,0,5,0.1,0.1,405.19,261.0,5.6,4,1995-01-02,F,False,False,canada,hamilton,YHM,43.173,-79.935,2022-11-15,30,1055,0.9,0.0,Air Canada,YEG,1.9966666666666666,1.4285714285714286,4.5,1.0,0.25,1.5,1.4,1.0,6.201531875,0.3333333333333333,1.8,,True,
413340,8,15.0,3,1,0,3,,0.15,177.35333333333332,137.0,8.0,3,1976-09-06,F,True,True,usa,nashville,BNA,36.124,-86.678,2022-11-15,49,1055,0.5,0.0,Delta Air Lines,EFD,1.8708333333333333,1.3333333333333333,5.333333333333333,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,7.492387326388889,0.0,1.3333333333333333,,True,True
413418,8,12.25,2,2,0,3,0.125,0.075,290.335,36.5,3.0,1,1969-09-04,F,False,False,usa,knoxville,TYS,35.812,-83.993,2022-11-15,56,1055,0.5,0.0,American Airlines,LGA,1.5166666666666666,1.1428571428571428,5.0,1.0,1.5,1.5,1.5,0.6666666666666666,6.339936805555555,0.0,1.3333333333333333,,True,
413658,8,22.5,2,2,1,4,0.15,0.1,1107.405,121.5,3.0,2,1972-09-04,F,True,True,usa,philadelphia,PNE,40.082,-75.011,2022-11-15,53,1055,0.5,0.25,AirTran Airways,LAS,9.128858758333333,1.3333333333333333,8.0,1.0,1.5,2.0,1.5,0.5,7.409180642361111,0.0,1.0,,True,True
414128,9,15.11111111111111,3,4,0,4,0.05,0.075,965.2166666666667,333.0,2.75,2,1996-06-25,F,False,False,usa,seattle,BFI,47.53,-122.302,2022-11-15,29,1055,0.7777777777777778,0.0,WestJet,DET,1.8666666666666667,1.5,2.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.5,1.0,10.64551462673611,0.14285714285714285,1.75,,True,
415282,8,11.625,2,2,0,2,,0.15,1140.94,152.0,3.5,2,1982-05-19,F,True,True,usa,portland,PWM,43.646,-70.309,2022-11-16,43,1054,0.5,0.0,Alaska Airlines,LAX,1.45,1.6,4.5,1.0,0.0,2.0,2.0,1.0,8.359794357638888,0.0,2.0,,True,True
415381,8,13.5,3,2,0,3,,0.15,150.40333333333334,119.5,2.5,3,1978-03-13,F,True,False,usa,chicago,UGN,42.422,-87.868,2022-11-16,47,1054,0.625,0.0,Ryanair,DAL,1.68125,1.1428571428571428,2.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,7.361459201388889,0.0,1.6666666666666667,,True,True
415581,8,14.125,3,3,0,3,0.1,,353.25666666666666,212.0,5.666666666666667,3,1981-12-11,F,True,False,usa,new york,JFK,40.64,-73.779,2022-11-16,43,1054,0.75,0.0,Cape Air,BNA,1.75625,1.1428571428571428,7.333333333333333,1.0,0.6666666666666666,1.0,1.0,1.0,9.600723958333333,0.0,2.0,,True,True
416319,8,27.5,2,2,0,2,0.15,0.075,73.8,109.5,0.0,2,1969-01-02,F,True,False,usa,new york,LGA,40.777,-73.872,2022-11-16,56,1054,0.5,0.0,Allegiant Air,BOS,3.410416666666667,1.3333333333333333,2.0,1.0,0.5,1.0,1.0,1.0,8.169057986111111,0.0,2.0,,True,True
416580,8,40.0,4,4,1,6,0.05,0.1,306.3375,147.5,2.0,3,1980-08-08,F,False,False,usa,fort worth,FTW,32.82,-97.362,2022-11-16,45,1054,1.0,0.125,United Airlines,ELP,15.46946405625,1.1428571428571428,3.5,1.0,0.25,1.25,1.5,0.6666666666666666,7.239229296875,0.125,1.3333333333333333,,True,
417679,8,17.625,5,4,0,5,0.125,0.1125,434.964,179.75,2.75,3,1986-11-15,F,False,False,usa,new york,LGA,40.777,-73.872,2022-11-17,38,1053,1.125,0.0,American Airlines,ELP,2.19375,1.3333333333333333,3.8,1.0,0.4,1.2,1.0,0.8,7.618684895833333,0.3333333333333333,1.8,,True,
